ANON_ID,Birthdate,Gen,Eth_2122,Fluency_2122,SpEd_2122,Grade_2122,AttRate_2122,DaysEnr_2122,DaysAbs_2122,Susp_2122,CurrWeightedTotGPA_2122,SED_2122,School Name,Zip_2122
54602,2005-01-26,M,Latino,EL,Not Special Ed,11,0.1389,180.0,155.0,,0.0,SED,Castlemont,
54636,2006-06-03,F,Latino,EL,Special Ed,10,0.8278,180.0,31.0,,2.5,SED,Castlemont,
54687,2005-11-12,M,Latino,EL,Not Special Ed,10,0.8759,137.0,17.0,,2.0,SED,Castlemont,
54752,2005-01-18,M,Latino,EO,Not Special Ed,9,0.8816,76.0,9.0,,0.0,SED,Castlemont,
54835,2005-03-22,M,Latino,EL,Not Special Ed,11,0.3103,87.0,60.0,,0.0,SED,Castlemont,
54887,2006-08-24,F,Pacific Islander,EO,Not Special Ed,10,0.9097,155.0,14.0,,1.38,SED,Castlemont,
54948,2004-01-08,M,Latino,RFEP,Not Special Ed,12,0.6592,179.0,61.0,,3.0,SED,Castlemont,
54975,2004-10-14,F,Pacific Islander,EO,Not Special Ed,12,0.55,180.0,81.0,,2.0,SED,Castlemont,
55038,2003-12-23,M,African American,EO,Special Ed,12,0.04,25.0,24.0,,0.0,SED,Castlemont,
55090,2006-04-19,M,African American,EO,Special Ed,9,0.9205,151.0,12.0,,1.86,SED,Castlemont,
55148,2004-09-14,M,Latino,IFEP,Special Ed,11,0.9167,180.0,15.0,,3.33,SED,Castlemont,
55151,2004-09-14,M,Latino,IFEP,Not Special Ed,11,0.9222,180.0,14.0,,3.29,SED,Castlemont,
55180,2002-09-05,M,Latino,EL,Not Special Ed,12,0.8556,180.0,26.0,,1.83,SED,Castlemont,
55278,2007-10-19,M,African American,EO,Not Special Ed,9,0.7889,180.0,38.0,,2.57,SED,Castlemont,
55445,2003-04-09,M,African American,EO,Not Special Ed,12,0.4265,68.0,39.0,1.0,0.0,SED,Castlemont,
55446,2003-04-19,M,African American,EO,Not Special Ed,12,0.4265,68.0,39.0,1.0,0.0,SED,Castlemont,
55687,2007-02-22,F,Latino,EL,Special Ed,9,0.9556,180.0,8.0,,3.0,SED,Castlemont,
55740,2006-12-14,F,Latino,EL,Not Special Ed,10,0.8,180.0,36.0,,1.63,SED,Castlemont,
55742,2006-12-14,F,Latino,EL,Not Special Ed,10,0.8,180.0,36.0,,1.63,SED,Castlemont,
55779,2006-05-11,M,Latino,RFEP,Not Special Ed,10,0.6301,173.0,64.0,,3.14,SED,Castlemont,
55826,2006-12-27,M,Pacific Islander,EO,Not Special Ed,9,0.3222,180.0,122.0,,0.0,SED,Castlemont,
56027,2004-12-04,M,Latino,EO,Special Ed,11,0.9667,180.0,6.0,,4.0,SED,Castlemont,
56105,2003-04-01,M,Latino,EL,Not Special Ed,12,0.5667,180.0,78.0,,1.0,SED,Castlemont,
56126,2003-11-09,M,Latino,EL,Not Special Ed,12,0.372,164.0,103.0,,0.0,SED,Castlemont,
56185,2003-10-29,M,Latino,EL,Not Special Ed,9,0.4913,173.0,88.0,,0.0,SED,Castlemont,
56194,2005-08-24,M,Latino,EL,Special Ed,11,0.9667,180.0,6.0,,2.25,SED,Castlemont,
56309,2006-03-25,M,Latino,EL,Not Special Ed,10,0.92,175.0,14.0,,3.75,SED,Castlemont,
56346,2001-06-07,M,Latino,EL,Not Special Ed,12,0.6222,180.0,68.0,,1.43,SED,Castlemont,
56353,2004-06-24,F,Latino,EL,Not Special Ed,11,0.5167,180.0,87.0,,1.0,Not SED,Castlemont,
56505,2005-09-12,M,Latino,EL,Not Special Ed,9,0.8983,59.0,6.0,,2.0,Not SED,Castlemont,
56509,2004-05-03,F,Latino,EL,Not Special Ed,11,0.939,82.0,5.0,,2.71,Not SED,Castlemont,
56525,2005-11-09,M,Latino,EL,Not Special Ed,9,0.9255,94.0,7.0,,2.5,Not SED,Castlemont,
56535,2003-09-18,M,Latino,EL,Not Special Ed,11,0.8333,180.0,30.0,,1.86,Not SED,Castlemont,
56538,2006-12-10,F,Latino,EL,Not Special Ed,10,0.9459,111.0,6.0,,3.75,Not SED,Castlemont,
56614,2006-05-22,M,Latino,EL,Special Ed,10,0.8611,180.0,25.0,,1.75,SED,Castlemont,
57197,2007-09-19,F,African American,EO,Special Ed,9,1.0,22.0,0.0,,1.57,Not SED,Castlemont,
57333,2005-01-06,F,African American,EO,Not Special Ed,11,0.3389,180.0,119.0,,0.83,SED,Castlemont,
57348,2004-06-13,M,African American,EO,Not Special Ed,12,0.7167,180.0,51.0,,2.67,SED,Castlemont,
57621,2004-06-22,F,Latino,EL,Not Special Ed,11,0.8889,180.0,20.0,,2.63,SED,Castlemont,
57699,2001-11-17,M,Latino,EL,Not Special Ed,12,0.6941,85.0,26.0,,0.0,SED,Castlemont,
57704,2006-11-11,M,African American,EO,Not Special Ed,10,0.8,180.0,36.0,,3.0,SED,Castlemont,
57766,2006-06-17,F,White,EO,Not Special Ed,10,0.8556,180.0,26.0,1.0,1.5,SED,Castlemont,
57767,2005-05-10,M,White,EO,Not Special Ed,11,0.9111,180.0,16.0,,3.14,SED,Castlemont,
57780,2003-03-17,M,Latino,IFEP,Special Ed,12,0.1818,176.0,144.0,,0.0,SED,Castlemont,
57783,2006-09-12,M,Latino,EO,Not Special Ed,10,0.9872,78.0,1.0,,0.0,SED,Castlemont,
57784,2006-01-09,M,Latino,EO,Not Special Ed,10,0.9872,78.0,1.0,,0.0,SED,Castlemont,
57861,2007-08-24,F,Latino,EL,Not Special Ed,9,0.9833,180.0,3.0,,1.75,SED,Castlemont,
58073,2005-02-11,M,African American,EO,Not Special Ed,10,0.75,180.0,45.0,,2.75,SED,Castlemont,
58074,2005-02-11,F,African American,EO,Not Special Ed,10,0.75,180.0,45.0,,2.75,SED,Castlemont,
58092,2006-08-30,F,African American,EO,Not Special Ed,10,0.8667,180.0,24.0,,1.83,SED,Castlemont,
58486,2003-10-12,F,African American,EO,Not Special Ed,12,0.7778,180.0,40.0,,3.5,SED,Castlemont,
58652,2003-05-30,F,Latino,EL,Not Special Ed,12,0.1856,97.0,79.0,,0.0,SED,Castlemont,
58665,2005-09-15,F,African American,EO,Not Special Ed,11,0.9611,180.0,7.0,,4.0,SED,Castlemont,
58753,2007-03-12,M,Latino,RFEP,Not Special Ed,9,0.8944,180.0,19.0,,2.88,Not SED,Castlemont,
58807,2006-01-21,M,Latino,EL,Not Special Ed,9,0.9814,161.0,3.0,,2.5,SED,Castlemont,
58942,2007-04-01,F,Multiple Ethnicity,EO,Not Special Ed,9,0.6179,123.0,47.0,2.0,0.0,SED,Castlemont,
59051,2006-01-19,M,Latino,RFEP,Not Special Ed,10,0.5722,180.0,77.0,,0.63,SED,Castlemont,
59094,2007-05-26,F,Latino,RFEP,Not Special Ed,9,0.7944,180.0,37.0,,2.5,SED,Castlemont,
59107,2006-08-04,F,Latino,RFEP,Not Special Ed,10,0.9389,180.0,11.0,,3.0,SED,Castlemont,
59112,2004-11-28,F,Latino,EL,Not Special Ed,11,0.9278,180.0,13.0,,3.88,SED,Castlemont,
59149,2005-02-11,F,Latino,RFEP,Not Special Ed,11,0.7833,180.0,39.0,,2.71,SED,Castlemont,
59215,2007-01-09,M,Latino,EL,Not Special Ed,9,0.8611,180.0,25.0,,2.25,Not SED,Castlemont,
59235,2007-08-29,F,Latino,EL,Not Special Ed,9,0.9556,180.0,8.0,,3.5,SED,Castlemont,
59289,2004-03-05,M,Latino,EL,Not Special Ed,11,0.908,174.0,16.0,,1.5,SED,Castlemont,
59365,2003-12-02,F,Latino,EL,Not Special Ed,12,0.8056,180.0,35.0,,3.33,SED,Castlemont,
59384,2003-11-10,M,Latino,EL,Not Special Ed,9,0.9497,179.0,9.0,,2.63,SED,Castlemont,
59467,2004-07-17,F,Latino,EL,Not Special Ed,10,0.9444,180.0,10.0,,3.63,SED,Castlemont,
59554,2004-08-02,F,Latino,EL,Not Special Ed,9,0.7685,108.0,25.0,,2.25,Not SED,Castlemont,
59579,2002-07-20,F,Latino,EL,Not Special Ed,12,0.1528,72.0,61.0,,0.0,SED,Castlemont,
59865,2003-10-07,M,Latino,EL,Not Special Ed,10,1.0,160.0,0.0,,3.88,SED,Castlemont,
59900,2001-04-01,M,Latino,EL,Not Special Ed,12,0.5252,139.0,66.0,,0.0,SED,Castlemont,
59930,2002-10-04,M,Latino,EL,Not Special Ed,11,0.7278,180.0,49.0,,1.57,SED,Castlemont,
59998,2005-03-16,F,Latino,EL,Not Special Ed,9,0.5752,113.0,48.0,,0.5,SED,Castlemont,
60219,2007-10-10,F,Latino,EL,Not Special Ed,9,0.9444,180.0,10.0,,1.25,SED,Castlemont,
60220,2002-10-04,M,Latino,EL,Not Special Ed,12,0.9556,180.0,8.0,,2.75,SED,Castlemont,
60221,2006-03-03,F,Latino,EL,Not Special Ed,10,0.8833,180.0,21.0,,2.13,SED,Castlemont,
60371,2005-03-31,F,Latino,EL,Not Special Ed,10,0.8571,175.0,25.0,,3.38,SED,Castlemont,
60377,2007-03-07,M,Multiple Ethnicity,EO,Not Special Ed,9,0.8889,180.0,20.0,,2.75,SED,Castlemont,
60382,2007-03-07,M,Multiple Ethnicity,EO,Not Special Ed,9,0.8889,180.0,20.0,,2.75,SED,Castlemont,
60395,2006-04-04,M,African American,EO,Not Special Ed,10,0.9278,180.0,13.0,,3.0,SED,Castlemont,
60559,2003-01-16,F,White,EO,Not Special Ed,12,0.3525,122.0,79.0,1.0,0.0,SED,Castlemont,
60637,2005-03-23,F,Latino,EO,Not Special Ed,11,0.5222,180.0,86.0,,0.57,SED,Castlemont,
60720,2007-02-03,F,Latino,EL,Not Special Ed,9,0.8111,180.0,34.0,,3.25,SED,Castlemont,
60734,2007-11-01,F,Latino,EL,Special Ed,9,0.4556,180.0,98.0,,0.0,SED,Castlemont,
60794,2007-01-17,M,Latino,TBD,Not Special Ed,9,0.7,20.0,6.0,,0.0,Not SED,Castlemont,
60851,2007-04-10,M,Latino,EO,Special Ed,9,0.7727,22.0,5.0,,0.0,SED,Castlemont,
60862,2006-11-28,M,African American,EO,Not Special Ed,9,0.8944,180.0,19.0,,2.71,SED,Castlemont,
60887,2003-12-04,F,Latino,EL,Not Special Ed,10,0.0,6.0,6.0,,0.0,Not SED,Castlemont,
60974,2006-12-03,M,Not Reported,EO,Not Special Ed,9,0.9385,179.0,11.0,,2.63,SED,Castlemont,
61020,2006-12-21,F,African American,EO,Not Special Ed,9,0.6347,167.0,61.0,3.0,0.2,SED,Castlemont,
61083,2004-08-07,M,Latino,EO,Not Special Ed,11,0.5611,180.0,79.0,,1.67,SED,Castlemont,
61159,2005-10-29,F,Latino,EL,Not Special Ed,11,0.5526,114.0,51.0,,1.0,SED,Castlemont,
61160,2004-09-03,F,Latino,EL,Not Special Ed,12,0.7163,141.0,40.0,,1.5,SED,Castlemont,
61174,2007-10-01,M,African American,EO,Not Special Ed,9,0.8,180.0,36.0,1.0,2.38,SED,Castlemont,
61205,2001-09-29,M,Latino,EL,Not Special Ed,12,0.7111,180.0,52.0,,1.67,SED,Castlemont,
61210,2005-08-07,F,Latino,EL,Special Ed,11,0.6122,49.0,19.0,,0.0,Not SED,Castlemont,
61306,2004-09-12,F,Latino,EL,Not Special Ed,12,0.75,180.0,45.0,,1.33,SED,Castlemont,
61315,2006-08-31,F,Latino,EL,Not Special Ed,10,0.9231,156.0,12.0,,3.5,SED,Castlemont,
61319,2004-05-14,M,Latino,EL,Not Special Ed,9,0.9444,90.0,5.0,,2.38,Not SED,Castlemont,
61489,2004-10-31,F,Latino,EL,Not Special Ed,12,0.8944,180.0,19.0,,2.75,SED,Castlemont,
61514,2006-09-01,F,Latino,EL,Not Special Ed,10,0.2093,43.0,34.0,,0.0,SED,Castlemont,
61540,2004-06-12,F,Latino,EL,Not Special Ed,11,0.8661,127.0,17.0,,0.0,SED,Castlemont,
61671,2004-03-11,M,African American,EO,Not Special Ed,12,0.8056,180.0,35.0,,1.8,SED,Castlemont,
61746,2006-12-24,F,African American,EO,Not Special Ed,9,0.9388,147.0,9.0,,2.13,SED,Castlemont,
61779,2006-07-28,M,African American,EO,Not Special Ed,10,0.8333,180.0,30.0,,1.5,SED,Castlemont,
61985,2004-12-19,M,African American,EO,Not Special Ed,11,0.9444,180.0,10.0,,3.88,SED,Castlemont,
62034,2003-12-01,F,Latino,EO,Not Special Ed,12,0.617,47.0,18.0,,0.0,SED,Castlemont,
62335,2005-05-24,M,Latino,TBD,Not Special Ed,10,0.7667,30.0,7.0,,1.0,Not SED,Castlemont,
62404,2006-10-20,M,Latino,EL,Not Special Ed,10,0.8056,180.0,35.0,,2.0,SED,Castlemont,
62425,2004-08-02,M,Latino,RFEP,Not Special Ed,12,0.9611,180.0,7.0,,4.0,SED,Castlemont,
62489,2003-10-19,F,Latino,EL,Not Special Ed,11,0.8684,38.0,5.0,,0.0,Not SED,Castlemont,
62490,2007-07-29,M,Latino,EL,Not Special Ed,9,0.8421,38.0,6.0,,0.0,SED,Castlemont,
62491,2006-03-09,F,Latino,EL,Not Special Ed,10,0.8947,38.0,4.0,,0.0,Not SED,Castlemont,
62741,2004-10-28,F,Latino,EL,Special Ed,12,0.6389,180.0,65.0,,2.5,SED,Castlemont,
63159,2005-06-06,F,Latino,RFEP,Not Special Ed,11,0.9667,180.0,6.0,,3.5,SED,Castlemont,
63463,2005-02-08,F,Latino,EL,Not Special Ed,11,0.3333,147.0,98.0,,0.0,SED,Castlemont,
63470,2004-05-09,F,Latino,EO,Not Special Ed,11,0.7778,180.0,40.0,,1.29,SED,Castlemont,
63477,2005-12-26,F,Latino,RFEP,Not Special Ed,10,0.7654,179.0,42.0,,2.88,SED,Castlemont,
63522,2004-07-22,M,Latino,IFEP,Not Special Ed,12,0.9195,174.0,14.0,,2.4,SED,Castlemont,
63543,2005-08-25,F,Latino,EL,Not Special Ed,9,0.9649,57.0,2.0,,2.38,Not SED,Castlemont,
63556,2004-11-13,F,Latino,EL,Not Special Ed,12,0.2889,180.0,128.0,,0.0,SED,Castlemont,
63557,2004-11-03,F,Latino,EL,Not Special Ed,12,0.2889,180.0,128.0,,0.0,SED,Castlemont,
63579,2007-07-02,F,Latino,RFEP,Not Special Ed,9,0.8222,180.0,32.0,,1.57,SED,Castlemont,
63590,2004-08-30,M,Latino,EL,Not Special Ed,9,0.8278,180.0,31.0,,3.25,SED,Castlemont,
63597,2004-08-17,M,Latino,RFEP,Not Special Ed,12,0.9333,180.0,12.0,,3.5,SED,Castlemont,
63770,2004-08-21,M,Latino,EL,Not Special Ed,12,0.7778,180.0,40.0,,1.8,SED,Castlemont,
63771,2005-10-01,F,Latino,EL,Not Special Ed,11,0.9889,180.0,2.0,,4.0,SED,Castlemont,
63774,2005-10-01,F,Latino,EL,Not Special Ed,11,0.9889,180.0,2.0,,4.0,SED,Castlemont,
64042,2005-05-12,F,Asian,EL,Special Ed,10,0.9444,180.0,10.0,,2.25,SED,Castlemont,
64278,2004-03-20,M,Asian,EL,Not Special Ed,12,0.1778,180.0,148.0,,0.0,SED,Castlemont,
64340,2002-03-17,M,African American,EO,Not Special Ed,12,0.4423,156.0,87.0,,0.0,SED,Castlemont,
64428,2002-09-20,M,Latino,EL,Not Special Ed,11,0.0794,63.0,58.0,,0.0,Not SED,Castlemont,
64429,2004-05-13,F,Latino,EL,Not Special Ed,12,0.383,94.0,58.0,,0.0,Not SED,Castlemont,
64551,2004-08-11,M,Latino,EL,Not Special Ed,12,0.2952,105.0,74.0,,0.0,SED,Castlemont,
64556,2004-10-01,M,Latino,EL,Not Special Ed,9,0.9643,112.0,4.0,,1.88,Not SED,Castlemont,
64578,2004-10-10,F,Latino,TBD,Not Special Ed,9,0.8182,11.0,2.0,,0.0,Not SED,Castlemont,
64682,2006-08-10,F,Latino,EL,Not Special Ed,9,0.8834,163.0,19.0,,3.25,SED,Castlemont,
64691,2005-09-13,F,Latino,EL,Not Special Ed,11,0.5778,180.0,76.0,,0.29,SED,Castlemont,
64692,2004-08-12,M,Latino,EL,Not Special Ed,12,0.6833,180.0,57.0,,2.5,SED,Castlemont,
64761,2006-08-10,F,Pacific Islander,EO,Not Special Ed,10,0.8944,180.0,19.0,,2.38,SED,Castlemont,
64763,2005-03-03,M,Pacific Islander,EL,Not Special Ed,11,0.7833,180.0,39.0,,1.5,SED,Castlemont,
64867,2004-09-23,M,Latino,EL,Not Special Ed,12,0.7722,180.0,41.0,1.0,1.8,SED,Castlemont,
64946,2007-01-11,F,Latino,RFEP,Not Special Ed,9,0.9565,23.0,1.0,,3.83,Not SED,Castlemont,
65003,2003-08-12,M,Latino,RFEP,Not Special Ed,12,0.592,174.0,71.0,,2.17,SED,Castlemont,
65072,2005-05-16,M,Latino,EL,Not Special Ed,9,0.8861,79.0,9.0,,3.0,Not SED,Castlemont,
65155,2006-10-09,F,Latino,EL,Not Special Ed,9,0.9722,180.0,5.0,,3.5,SED,Castlemont,
65181,2005-12-24,F,Latino,EL,Not Special Ed,10,0.403,134.0,80.0,1.0,1.2,SED,Castlemont,
65182,2006-11-28,F,Latino,EL,Not Special Ed,9,0.6802,172.0,55.0,,0.67,Not SED,Castlemont,
65183,2004-04-06,M,Not Reported,EL,Not Special Ed,11,0.6722,180.0,59.0,,1.29,SED,Castlemont,
65192,2004-07-19,F,Latino,EL,Special Ed,11,0.3333,180.0,120.0,,0.0,SED,Castlemont,
65355,2005-12-06,M,African American,EO,Not Special Ed,10,0.9,180.0,18.0,1.0,3.0,SED,Castlemont,
65406,2003-01-08,M,Latino,EL,Not Special Ed,12,0.3764,178.0,111.0,,0.25,SED,Castlemont,
65557,2005-08-20,F,Latino,EL,Not Special Ed,10,0.9444,180.0,10.0,,2.38,SED,Castlemont,
65705,2004-08-31,M,Latino,EL,Not Special Ed,11,0.9611,180.0,7.0,,2.0,SED,Castlemont,
65716,2005-07-16,M,Asian,EL,Special Ed,10,0.1966,178.0,143.0,1.0,0.0,SED,Castlemont,
65736,2007-05-11,F,Multiple Ethnicity,IFEP,Not Special Ed,9,0.8444,180.0,28.0,,1.5,SED,Castlemont,
65743,2003-11-07,M,Latino,EL,Not Special Ed,9,0.9625,160.0,6.0,,3.38,SED,Castlemont,
65776,2004-09-21,M,Pacific Islander,RFEP,Not Special Ed,12,0.8778,180.0,22.0,,3.6,SED,Castlemont,
66164,2004-05-30,M,African American,EO,Not Special Ed,12,0.5667,180.0,78.0,,3.0,SED,Castlemont,
66245,2005-12-19,F,Latino,EL,Not Special Ed,9,0.1667,168.0,140.0,2.0,0.0,SED,Castlemont,
66335,2006-02-24,M,Latino,EL,Special Ed,10,0.9444,180.0,10.0,,3.38,SED,Castlemont,
66695,2004-05-04,M,White,EL,Not Special Ed,12,0.375,16.0,10.0,,0.0,Not SED,Castlemont,
66711,2006-04-20,F,African American,EO,Not Special Ed,10,0.9939,164.0,1.0,,3.88,Not SED,Castlemont,
67159,2007-01-09,F,Latino,EL,Not Special Ed,9,0.9556,180.0,8.0,,1.13,SED,Castlemont,
67161,2004-02-17,F,Latino,EL,Not Special Ed,12,0.8389,180.0,29.0,,1.4,SED,Castlemont,
67303,2004-01-02,M,African American,EO,Not Special Ed,12,0.4778,180.0,94.0,,2.5,SED,Castlemont,
67309,2004-01-02,M,African American,EO,Not Special Ed,12,0.4778,180.0,94.0,,2.5,SED,Castlemont,
67450,2007-07-22,M,Multiple Ethnicity,EO,Not Special Ed,9,0.9,180.0,18.0,,2.57,SED,Castlemont,
67456,2006-11-09,F,African American,EO,Not Special Ed,9,0.9444,180.0,10.0,1.0,3.0,SED,Castlemont,
67564,2004-09-27,M,African American,EO,Not Special Ed,12,0.9167,180.0,15.0,,2.83,SED,Castlemont,
67697,2005-02-08,M,African American,EO,Special Ed,11,0.7389,180.0,47.0,,2.86,SED,Castlemont,
67698,2005-02-08,M,African American,EO,Special Ed,11,0.7389,180.0,47.0,,2.86,SED,Castlemont,
67715,2007-07-04,M,African American,EO,Not Special Ed,9,0.95,180.0,9.0,,2.25,SED,Castlemont,
67790,2007-04-20,M,African American,EO,Not Special Ed,9,0.9379,177.0,11.0,1.0,0.86,SED,Castlemont,
67873,2005-11-04,M,African American,EO,Special Ed,10,0.8056,180.0,35.0,,0.67,SED,Castlemont,
68102,2007-06-11,M,Latino,RFEP,Special Ed,9,0.5389,180.0,83.0,,1.33,SED,Castlemont,
68167,2002-01-24,M,Latino,EL,Not Special Ed,12,0.9833,180.0,3.0,,2.0,SED,Castlemont,
68217,2006-09-30,M,Latino,EL,Not Special Ed,10,0.9333,180.0,12.0,,1.75,SED,Castlemont,
68404,2003-07-05,F,Latino,EL,Not Special Ed,11,0.8722,180.0,23.0,,2.5,SED,Castlemont,
68407,2004-01-29,M,Latino,EL,Not Special Ed,9,0.887,177.0,20.0,,2.88,SED,Castlemont,
68420,2004-01-31,F,Latino,RFEP,Not Special Ed,12,0.9833,180.0,3.0,,4.0,SED,Castlemont,
68430,2006-10-14,M,Latino,EL,Special Ed,10,0.8778,180.0,22.0,,3.25,SED,Castlemont,
68463,2005-09-19,M,Latino,RFEP,Not Special Ed,10,0.9737,38.0,1.0,,2.57,Not SED,Castlemont,
68502,2005-09-19,M,Latino,RFEP,Not Special Ed,10,0.9737,38.0,1.0,,2.57,Not SED,Castlemont,
68541,2007-06-10,F,African American,EO,Special Ed,9,0.9333,180.0,12.0,2.0,1.83,SED,Castlemont,
68556,2006-11-28,F,African American,RFEP,Not Special Ed,10,0.9111,180.0,16.0,,2.13,SED,Castlemont,
68568,2006-02-02,M,African American,EO,Special Ed,10,0.1611,180.0,151.0,,1.0,SED,Castlemont,
68593,2006-12-05,M,African American,EO,Not Special Ed,9,0.9333,180.0,12.0,,2.71,SED,Castlemont,
68599,2006-12-05,M,African American,EO,Not Special Ed,9,0.9333,180.0,12.0,,2.71,SED,Castlemont,
68677,2006-04-21,M,African American,EO,Special Ed,9,0.7595,158.0,38.0,2.0,2.25,SED,Castlemont,
68820,2004-04-14,F,African American,EO,Special Ed,11,0.5444,180.0,82.0,,1.6,SED,Castlemont,
68822,2004-04-14,F,African American,EO,Not Special Ed,12,0.7556,180.0,44.0,,2.5,SED,Castlemont,
68838,2007-10-13,M,African American,EO,Special Ed,9,0.8611,180.0,25.0,,1.63,SED,Castlemont,
69225,2006-05-15,F,African American,EO,Not Special Ed,10,0.8686,137.0,18.0,,2.5,SED,Castlemont,
69226,2006-05-15,F,African American,EO,Not Special Ed,10,0.8686,137.0,18.0,,2.5,SED,Castlemont,
69517,2003-11-13,M,African American,EO,Not Special Ed,12,0.4744,156.0,82.0,,2.57,SED,Castlemont,
69726,2007-07-05,M,Latino,EO,Special Ed,9,0.75,180.0,45.0,,2.13,Not SED,Castlemont,
69752,2005-03-01,M,Latino,EL,Not Special Ed,9,0.9611,180.0,7.0,,1.75,SED,Castlemont,
69831,2005-01-05,M,Latino,EL,Not Special Ed,9,0.9818,55.0,1.0,,3.38,Not SED,Castlemont,
70014,2005-05-25,M,Not Reported,EL,Not Special Ed,11,0.7867,75.0,16.0,,2.75,Not SED,Castlemont,
70094,2006-09-26,F,Multiple Ethnicity,EO,Not Special Ed,10,0.75,4.0,1.0,1.0,,SED,Castlemont,
70270,2005-11-12,M,African American,EO,Not Special Ed,11,0.5938,32.0,13.0,,0.0,SED,Castlemont,
70306,2005-08-25,F,African American,EO,Not Special Ed,11,0.1778,180.0,148.0,,0.4,SED,Castlemont,
70387,2004-08-27,M,Latino,EL,Not Special Ed,11,0.7556,180.0,44.0,,0.63,SED,Castlemont,
70730,2006-05-17,F,African American,EO,Not Special Ed,10,0.4762,21.0,11.0,,0.0,Not SED,Castlemont,
71087,2007-03-29,F,African American,EO,Not Special Ed,9,0.7,180.0,54.0,4.0,1.0,SED,Castlemont,
71089,2005-01-09,F,African American,EO,Special Ed,11,0.2529,87.0,65.0,3.0,0.0,SED,Castlemont,
71164,2003-12-04,F,African American,EO,Not Special Ed,12,0.9722,180.0,5.0,,3.25,SED,Castlemont,
71167,2005-08-10,M,Multiple Ethnicity,EO,Not Special Ed,11,0.9833,180.0,3.0,,3.88,SED,Castlemont,
71256,2007-01-15,F,African American,EO,Not Special Ed,9,0.9444,180.0,10.0,,2.75,Not SED,Castlemont,
71288,2006-02-23,F,Latino,EL,Not Special Ed,9,0.6167,180.0,69.0,,0.13,SED,Castlemont,
71368,2007-04-26,F,African American,EO,Special Ed,9,0.7184,174.0,49.0,,1.14,SED,Castlemont,
71378,2005-09-13,M,Latino,EL,Not Special Ed,10,0.8056,180.0,35.0,,0.86,SED,Castlemont,
71398,2006-10-07,F,African American,EO,Not Special Ed,10,0.6849,146.0,46.0,,2.5,SED,Castlemont,
71440,2004-02-13,F,Latino,EL,Not Special Ed,9,0.5857,140.0,58.0,,0.0,SED,Castlemont,
71651,2003-05-15,F,Latino,EL,Not Special Ed,11,0.9,180.0,18.0,,2.63,SED,Castlemont,
71732,2005-07-15,M,Latino,EL,Not Special Ed,9,0.8757,177.0,22.0,,3.0,SED,Castlemont,
71774,2005-10-16,F,Latino,EL,Not Special Ed,11,0.9778,180.0,4.0,,2.67,SED,Castlemont,
71775,2005-10-16,F,Latino,EL,Not Special Ed,11,0.9778,180.0,4.0,,2.67,SED,Castlemont,
72233,2003-09-22,F,Latino,EL,Not Special Ed,12,0.6036,169.0,67.0,,2.2,SED,Castlemont,
72589,2003-10-14,F,Not Reported,EO,Special Ed,12,0.7192,146.0,41.0,1.0,2.8,SED,Castlemont,
72604,2007-08-13,F,African American,EO,Not Special Ed,9,0.9665,179.0,6.0,1.0,3.25,SED,Castlemont,
72685,2005-06-04,M,Latino,EL,Not Special Ed,10,0.9029,103.0,10.0,,3.63,Not SED,Castlemont,
72879,2005-03-07,F,Latino,TBD,Not Special Ed,9,0.871,31.0,4.0,,0.0,Not SED,Castlemont,
73048,2006-03-23,M,Latino,EL,Special Ed,9,0.2139,173.0,136.0,,0.0,SED,Castlemont,
73085,2004-04-23,M,Latino,RFEP,Not Special Ed,12,0.1607,56.0,47.0,,0.0,SED,Castlemont,
73298,2004-01-29,M,Latino,EL,Not Special Ed,10,0.9778,180.0,4.0,,2.63,SED,Castlemont,
73370,2004-03-16,M,Latino,EO,Not Special Ed,12,0.6889,180.0,56.0,,1.75,SED,Castlemont,
73530,2005-10-22,M,Latino,EL,Not Special Ed,11,0.0845,71.0,65.0,,0.0,SED,Castlemont,
73531,2005-08-10,M,Latino,EL,Not Special Ed,11,0.0845,71.0,65.0,,0.0,SED,Castlemont,
73581,2005-09-02,F,Latino,RFEP,Not Special Ed,10,0.2611,180.0,133.0,,0.75,SED,Castlemont,
73614,2006-10-13,M,Latino,EL,Special Ed,9,0.4222,180.0,104.0,,0.0,SED,Castlemont,
73627,2006-06-02,M,Latino,EO,Not Special Ed,10,0.8075,161.0,31.0,,2.75,SED,Castlemont,
73634,2003-01-16,F,Latino,EL,Not Special Ed,12,0.5222,180.0,86.0,,2.0,SED,Castlemont,
73704,2004-10-11,M,Latino,EL,Not Special Ed,10,0.8111,180.0,34.0,,1.25,SED,Castlemont,
73706,2003-02-05,M,Latino,EL,Not Special Ed,11,0.1311,122.0,106.0,,0.0,SED,Castlemont,
73839,2003-11-04,F,Latino,RFEP,Not Special Ed,12,0.9222,180.0,14.0,,4.0,SED,Castlemont,
73897,2003-11-04,F,Latino,EL,Not Special Ed,12,0.9721,179.0,5.0,,2.38,SED,Castlemont,
73939,2006-12-19,F,Latino,RFEP,Not Special Ed,9,0.9222,180.0,14.0,,3.25,SED,Castlemont,
73998,2003-04-04,F,Latino,EL,Not Special Ed,12,0.5889,180.0,74.0,,2.5,SED,Castlemont,
73999,2003-04-04,M,Latino,RFEP,Not Special Ed,12,0.5944,180.0,73.0,,2.0,SED,Castlemont,
